Package Name	Version	Top-level Module	Apt_version
pyorick	1.4	pyorick	1.4-3
pyosmium	#	#	2.15.3-1build2
pyotp	2.3.0	pyotp	2.3.0-1
pypamtest	$	pypamtest	1.0.7-4build1
pypandoc	1.4	pypandoc	1.4+ds0-2
pyparsing	2.4.6	pyparsing	2.4.6-1
pypass	0.2.1	pypass	0.2.1-1.1
pypathlib	0.1.3	pypathlib	0.1.3-1
pypdf2	1.26.0	#	1.26.0-3ubuntu1
pypeg2	2.15	pypeg2	2.15.2-2
pyperclip	1.7.0	pyperclip	1.7.0-1
pyperform	1.86	pyperform	1.86-1
pypff	$	pypff	20180714-2
pyphen	0.9.5	pyphen	0.9.5-3
pypillowfight	0.3.0	#	0.3.0-3build1
pypowervm	1.1.24	pypowervm	1.1.24-0ubuntu1
pyprind	2.11.2	pyprind	2.11.2-2
pyproj	2.5.0	pyproj	2.5.0+ds-1
pypump	0.7	pypump	0.7-3
pypuppetdb	0.3.3	pypuppetdb	0.3.3-2
pypureomapi	0.8	pypureomapi	0.8-1
pyqrcode	1.2.1	pyqrcode	1.2.1-4
pyqt5-dbg	#	#	5.14.1+dfsg-3build1
pyqt5-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qsci	#	#	2.11.2+dfsg-6
pyqt5.qtchart-dbg	#	#	5.11.3+dfsg-2build1
pyqt5.qtchart	#	#	5.11.3+dfsg-2build1
pyqt5.qtmultimedia-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtmultimedia-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtmultimedia	#	#	5.14.1+dfsg-3build1
pyqt5.qtmultimedia	#	#	5.14.1+dfsg-3build1
pyqt5.qtopengl-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtopengl-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtopengl	#	#	5.14.1+dfsg-3build1
pyqt5.qtopengl	#	#	5.14.1+dfsg-3build1
pyqt5.qtpositioning-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtpositioning-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtpositioning	#	#	5.14.1+dfsg-3build1
pyqt5.qtpositioning	#	#	5.14.1+dfsg-3build1
pyqt5.qtquick-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtquick-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtquick	#	#	5.14.1+dfsg-3build1
pyqt5.qtquick	#	#	5.14.1+dfsg-3build1
pyqt5.qtsensors-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtsensors-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtsensors	#	#	5.14.1+dfsg-3build1
pyqt5.qtsensors	#	#	5.14.1+dfsg-3build1
pyqt5.qtserialport-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtserialport-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtserialport	#	#	5.14.1+dfsg-3build1
pyqt5.qtserialport	#	#	5.14.1+dfsg-3build1
pyqt5.qtsql-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtsql-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtsql	#	#	5.14.1+dfsg-3build1
pyqt5.qtsql	#	#	5.14.1+dfsg-3build1
pyqt5.qtsvg-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtsvg-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtsvg	#	#	5.14.1+dfsg-3build1
pyqt5.qtsvg	#	#	5.14.1+dfsg-3build1
pyqt5.qtwebchannel-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtwebchannel-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtwebchannel	#	#	5.14.1+dfsg-3build1
pyqt5.qtwebchannel	#	#	5.14.1+dfsg-3build1
pyqt5.qtwebengine-dbg	#	#	5.14.0-2build1
pyqt5.qtwebengine	#	#	5.14.0-2build1
pyqt5.qtwebkit-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtwebkit-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtwebkit	#	#	5.14.1+dfsg-3build1
pyqt5.qtwebkit	#	#	5.14.1+dfsg-3build1
pyqt5.qtwebsockets-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtwebsockets-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtwebsockets	#	#	5.14.1+dfsg-3build1
pyqt5.qtwebsockets	#	#	5.14.1+dfsg-3build1
pyqt5.qtx11extras-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtx11extras-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtx11extras	#	#	5.14.1+dfsg-3build1
pyqt5.qtx11extras	#	#	5.14.1+dfsg-3build1
pyqt5.qtxmlpatterns-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtxmlpatterns-dbg	#	#	5.14.1+dfsg-3build1
pyqt5.qtxmlpatterns	#	#	5.14.1+dfsg-3build1
pyqt5.qtxmlpatterns	#	#	5.14.1+dfsg-3build1
pyqt5.qwt	#	#	1.02.00-1build2
pyqt5	5.14.1	#	5.14.1+dfsg-3build1
pyqt5	5.14.1	#	5.14.1+dfsg-3build1
pyqtgraph	0.11.0rc0	pyqtgraph	0.11.0~rc0-1
pyquery	1.2.9	pyquery	1.2.9-4
pyrad	2.1	pyrad	2.1-2
pyraf	2.1.15	pyraf	2.1.15-2build2
pyramid-chameleon	0.3	pyramid_chameleon	0.3-3
pyramid-jinja2	2.7	pyramid_jinja2	2.7+dfsg-1.1
pyramid-multiauth	0.4.0	pyramid_multiauth	0.8.0-1.1
pyramid-tm	0.5	pyramid_tm	0.5-1.2
pyramid-zcml	1.0.0	pyramid_zcml	1.0.0-1.2
pyramid	1.10.4	pyramid	1.10.4+dfsg-1
pyregfi	1.0.1.0	pyregfi	1.0.1+svn287-8
pyregion	2.0	pyregion	2.0-10
pyremctl	3.16	#	3.16-4build3
pyresample	1.14.0	pyresample	1.14.0-3build1
pyro4	4.79	#	4.79-1
pyroma	2.6b2	pyroma	2.6b2-1
pyroute2	0.5.9	pyroute2	0.5.9-0ubuntu2
pyrsistent	0.15.5	pyrsistent	0.15.5-1build1
pyrss2gen	1.1	#	1.1-2
pyrundeck	0.9.7	pyrundeck	0.9.7-2
pysal	2.1.0	pysal	2.1.0-1
pysam	0.15.4	pysam	0.15.4+ds-1build1
pysaml2	4.9.0	#	4.9.0-0ubuntu3.1
pyscard	1.9.9	#	1.9.9-2build1
pyscss	1.3.7	#	1.3.7-0ubuntu1
pyshp	2.1.0	#	2.1.0+ds-2
pyside2.qt3dcore	#	#	5.14.0-1~exp1ubuntu5
pyside2.qt3dinput	#	#	5.14.0-1~exp1ubuntu5
pyside2.qt3dlogic	#	#	5.14.0-1~exp1ubuntu5
pyside2.qt3drender	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtcharts	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtconcurrent	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtcore	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtdatavisualization	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtgui	#	#	5.14.0-1~exp1ubuntu5
pyside2.qthelp	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtlocation	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtmultimedia	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtmultimediawidgets	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtnetwork	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtopengl	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtopenglfunctions	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtpositioning	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtprintsupport	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtqml	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtquick	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtquickwidgets	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtscript	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtscripttools	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtscxml	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtsensors	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtsql	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtsvg	#	#	5.14.0-1~exp1ubuntu5
pyside2.qttest	#	#	5.14.0-1~exp1ubuntu5
pyside2.qttexttospeech	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtuitools	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtwebchannel	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtwebengine	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtwebenginecore	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtwebenginewidgets	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtwebsockets	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtwidgets	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtx11extras	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtxml	#	#	5.14.0-1~exp1ubuntu5
pyside2.qtxmlpatterns	#	#	5.14.0-1~exp1ubuntu5
pysimplesoap	1.16.2	pysimplesoap	1.16.2-2
pysmi	0.3.2	pysmi	0.3.2-2
pysnmp4-apps	#	#	0.3.2-2
pysnmp4-mibs	#	#	0.1.3-2
pysnmp4	#	#	4.4.6+repack1-2
pysodium	0.7.0.post0	pysodium	0.7.0-2
pysolar	0.7	pysolar	0.8~rc1+repack-1
pysolr	0.0.0	pysolr	3.8.1-1.1
pyspectral-doc	#	#	0.9.5+ds-1
pyspectral	0.0.0	pyspectral	0.9.5+ds-1
pysph	1.0b1.dev0	pysph	1.0~b0~20191115.gite3d5e10-1build1
pysrt	1.0.1	pysrt	1.0.1-2
pyssim	0.2	#	0.2-2
pystache	0.5.4	pystache	0.5.4-6.1
pystemd	0.7.1575769144	pystemd	0.7.0-2build1
pysword	0.2.7	pysword	0.2.7-2
pysynphot	0.0.0	pysynphot	0.9.14+dfsg-1build1
pyte	0.4.8	pyte	0.4.8-1.1
pytest-arraydiff	0.3	pytest_arraydiff	0.3-1
pytest-astropy-header	0.1.2	pytest_astropy_header	0.1.2-1
pytest-astropy	0.7.0	#	0.7.0-1
pytest-asyncio	0.10.0	pytest_asyncio	0.10.0-1
pytest-bdd	3.2.1	pytest_bdd	3.2.1-1
pytest-benchmark	3.2.2	pytest_benchmark	3.2.2-2
pytest-cov	2.8.1	pytest_cov	2.8.1-1
pytest-cython	0.1.0	pytest_cython	0.1.0-3
pytest-django	3.5.1	pytest_django	3.5.1-1
pytest-doctestplus	0.5.0	pytest_doctestplus	0.5.0-2
pytest-expect	1.1.0	pytest_expect	1.1.0-1build1
pytest-filter-subpackage	0.1.1	pytest_filter_subpackage	0.1.1-2
pytest-flake8	0.6	pytest_flake8	1.0.6-2~20.04
pytest-flask-doc	#	#	0.14.0-1
pytest-flask	0.14.0	pytest_flask	0.14.0-1
pytest-forked	1.1.3	pytest_forked	1.1.3-1
pytest-helpers-namespace	2019.1.8	pytest_helpers_namespace	2019.1.8-1
pytest-httpbin	1.0.0	pytest_httpbin	1.0.0-2
pytest-lazy-fixture	0.5.1	#	0.5.1-1
pytest-localserver	0.5.0	pytest_localserver	0.5.0-2
pytest-mock	1.10.4	pytest_mock	1.10.4-3
pytest-mpl	0.11	pytest_mpl	0.11-2
pytest-multihost	3.0	pytest_multihost	3.0-2
pytest-openfiles	0.4.0	pytest_openfiles	0.4.0-1
pytest-pep8	1.0.6	pytest_pep8	1.0.6-2
pytest-pylint	0.15.0	pytest_pylint	0.15.0-1
pytest-random-order	1.0.4	#	1.0.4-1
pytest-remotedata	0.3.2	pytest_remotedata	0.3.2-1
pytest-runner	2.11.1	#	2.11.1-1.1build1
pytest-sourceorder	0.5.1	pytest_sourceorder	0.5.1-2
pytest-sugar	0.9.2	pytest_sugar	0.9.2-3
pytest-tempdir	2016.8.20	pytest_tempdir	2016.8.20-1
pytest-timeout	1.3.3	pytest_timeout	1.3.3-2
pytest-tornado	0.8.0	pytest_tornado	0.8.0-3
pytest-vcr	1.0.2	pytest_vcr	1.0.2-2
pytest-xdist	1.31.0	#	1.31.0-1
pytest-xvfb	1.2.0	pytest_xvfb	1.2.0-1
pytest	4.6.9	pytest	4.6.9-1
pytestqt	3.2.2	pytestqt	3.2.2-1ubuntu1
pytestsalt	2019.6.13	pytestsalt	2019.6.13-1
python-flask-jwt-extended	#	#	3.21.0-1
python-openidc-client	#	#	0.6.0-1
python-qt-binding	0.3.6	python_qt_binding	0.3.6-5
python-telegram-bot-doc	#	#	12.4.2-1
python-telegram-bot	12.4.2	#	12.4.2-1
python-utils	2.2.0	python_utils	2.3.0-2
pythonjsonlogger	$	pythonjsonlogger	0.1.11-2
pythonmagick	#	#	0.9.19-6
pytimeparse	1.1.5	pytimeparse	1.1.5-3
pytoml	0.1.21	pytoml	0.1.21-1
pytools	2019.1.1	pytools	2019.1.1-2
pyuca	1.2	pyuca	1.2-2
pyudev	0.21.0	pyudev	0.21.0-3ubuntu1
pyutilib	5.7.3	pyutilib	5.7.3-1
pyverbs	$	pyverbs	28.0-1ubuntu1
pyverbs	$	pyverbs	28.0-1ubuntu1
pyvirtualdisplay	0.2.1	pyvirtualdisplay	0.2.1-3
pyvisa-py	0.3.1	#	0.3.1-3
pyvisa	1.10.1	pyvisa	1.10.1-1
pyvmomi	6.7.1	#	6.7.1-3
pyvo	1.0.dev	pyvo	1.0-1
pyvows	3.0.0	pyvows	3.0.0-2
pywatchman	1.4.0	pywatchman	4.9.0-3build1
pywps	4.2.2	pywps	4.2.4-1
pywt	0.5.1	pywt	0.5.1-1.3build1
pywws	19.7.1	pywws	19.7.1-1
pyx-doc	#	#	0.15-2build2
pyx	0.15	pyx	0.15-2build2
pyxattr-dbg	#	#	0.6.1-2
pyxattr	0.6.1	#	0.6.1-2
pyxs	0.4.1	pyxs	0.4.1+dfsg1-0ubuntu1
pyzabbix	0.7.4	pyzabbix	0.7.4-1
pyzfs	0.8.3	#	0.8.3-1ubuntu12.14
q-text-as-data	#	#	1.7.4+2018.12.21+git+28f776ed46-2
q	2.6	Q	2.6-1.2
qcelemental	v0.5.0	qcelemental	0.5.0+dfsg-2
qgis-common	#	#	3.10.4+dfsg-1ubuntu2
qgis	$	qgis	3.10.4+dfsg-1ubuntu2
qinlingclient	5.0.1	qinlingclient	5.0.1-0ubuntu1
qpack	0.0.18	qpack	0.0.18-1build1
qpid-proton	#	#	0.22.0-3.3build1
qrcode	6.1	qrcode	6.1-2build1
qrcodegen	1.5.0	qrcodegen	1.5.0-2build1
qrencode	1.2	qrencode	1.2-5build1
qrtools	2.0	qrtools	2.0~bzr33-2
qt5reactor	0.6	qt5reactor	0.6-1
qtawesome	0.4.4	qtawesome	0.4.4+ds1-3
qtconsole	4.6.0	qtconsole	4.6.0-1
qtpy	1.9.0	qtpy	1.9.0-3
quamash	0.6.1	quamash	0.6.1~dfsg-1ubuntu1
quantities	0.12.4	quantities	0.12.4-1
quark-sphinx-theme	0.5.1	quark_sphinx_theme	0.5.1-2
questplus	2019.4	questplus	2019.4-2
queuelib	1.5.0	queuelib	1.5.0-1
quintuple	$	quintuple	0~20171222-4
qutip	4.4.1	qutip	4.4.1-6build1
qwt3d-qt5	#	#	0.1.8-5build2
qwt	0.5.5	qwt	0.5.5-3
raccoon	3.0.0	raccoon	3.0.0-1
radicale	2.1.11	radicale	2.1.11-8
radio-beam	0.3.2	radio_beam	0.3.2-1
radix	0.10.0	radix	0.10.0-3build1
rados	2.0.0	rados	15.2.17-0ubuntu0.20.04.1
rally	2.1.0+20200226.git.e9264de713	rally	2.1.0+20200226.git.e9264de713+dfsg1-1
random2	1.0.1	random2	1.0.1-2
randomize	0.14	randomize	0.14-2
rarfile	3.1	rarfile	3.1-1
rasterio	1.1.3	rasterio	1.1.3-1
ratelimiter	1.2.0.post0	ratelimiter	1.2.0.post0-1
rawkit	0.6.0	rawkit	0.6.0-2
rbd	2.0.0	rbd	15.2.17-0ubuntu0.20.04.1
rcssmin	1.0.6	rcssmin	1.0.6-2build2
rdflib-jsonld	0.4.0	rdflib_jsonld	0.4.0-5
rdflib	4.2.2	rdflib	4.2.2-5
rdkit	2019.09.1	rdkit	201909.1-2ubuntu5
readlike	0.1.3	readlike	0.1.3-1
readme-renderer	24.0	readme_renderer	24.0-1
rebulk	2.0.0	rebulk	2.0.0-1
recoll	1.0	recoll	1.26.3-1build1
recommonmark	0.4.0	recommonmark	0.4.0+ds-6
redis	3.3.11	redis	3.3.11-2
rediscluster	2.0.0	rediscluster	2.0.0-1
redminelib	2.2.1	redminelib	2.2.1-1
rednose	0.4.1	rednose	0.4.1-3
reentry	1.3.1	reentry	1.3.1-1
regex-dbg	#	#	0.1.20190819-2build1
regex	2.5.64	regex	0.1.20190819-2build1
regions	0.4	regions	0.4-1build2
relational	2.5	relational	2.5-2
relatorio	0.9.1	relatorio	0.9.1-1
releases	1.4.0	releases	1.4.0-3
rencode	('Cython', 1, 0, 6)	rencode	1.0.6-1build1
renderpm-dbg	#	#	3.5.34-1ubuntu1
renderpm	#	#	3.5.34-1ubuntu1
reno	2.11.2	reno	2.11.2-2build1
reparser	1.4.3	reparser	1.4.3-1
reportbug	7.6.0ubuntu1	reportbug	7.6.0ubuntu1
reportlab-accel-dbg	#	#	3.5.34-1ubuntu1
reportlab-accel	#	#	3.5.34-1ubuntu1
reportlab	3.5.34	reportlab	3.5.34-1ubuntu1
repoze.lru	0.7	repoze	0.7-2
repoze.sphinx.autointerface	0.8	repoze	0.8-0.2
repoze.tm2	2.0	#	2.0-2
repoze.who	2.2	repoze	2.2-4
reproject	0.6	reproject	0.6-1build1
reprozip-dbg	#	#	1.0.16-0ubuntu3
reprozip	1.0.16	reprozip	1.0.16-0ubuntu3
requests-cache	0.4.13	requests_cache	0.4.13-3ubuntu2
requests-file	1.4.3	requests_file	1.4.3-2
requests-futures	1.0.0	requests_futures	1.0.0-2
requests-kerberos	0.12.0	requests_kerberos	0.12.0-2
requests-mock	1.6.0	requests_mock	1.6.0-2build1
requests-ntlm	1.1.0	requests_ntlm	1.1.0-1
requests-oauthlib	1.0.0	requests_oauthlib	1.0.0-1.1build1
requests-toolbelt	0.8.0	requests_toolbelt	0.8.0-1.1
requests-unixsocket	0.2.0	requests_unixsocket	0.2.0-2
requests	2.22.0	requests	2.22.0-2ubuntu1
requestsexceptions	1.4.0	requestsexceptions	1.4.0-3
requirements-detector	0.6	requirements_detector	0.6-2
resource-retriever	$	resource_retriever	1.12.5-2build1
responses	0.9.0	responses	0.9.0-2
restless	(2, 1, 1)	restless	2.1.1-2
restrictedpython	4.0b3	#	4.0~b3-2
restructuredtext-lint	1.3.0	restructuredtext_lint	1.3.0-2
retrying	1.3.3	retrying	1.3.3-4
rfc3161ng	2.1.1	rfc3161ng	2.1.1-3
rfc3339	#	#	1.1-2
rfc3986	1.3.2	rfc3986	1.3.2-0ubuntu2
rgw	2.0.0	rgw	15.2.17-0ubuntu0.20.04.1
ripe-atlas-cousteau	1.4.2	#	1.4.2-2
ripe-atlas-sagan	1.2.2	#	1.2.2-2
rjsmin	1.1.0	rjsmin	1.1.0+dfsg1-3build1
rlp	0.5.1	rlp	0.5.1-1.1
robot-detection	0.4	robot_detection	0.4.0-2
roman	1.4	roman	2.0.0-3build1
rope	0.10.5	rope	0.10.5-4
rosbag	$	rosbag	1.14.3+ds1-11ubuntu5
rosboost-cfg	$	rosboost_cfg	1.14.7-3build2
rosclean	1.7.0	rosclean	1.14.7-3build2
roscpp-msg	#	#	1.14.3+ds1-11ubuntu5
roscreate	$	roscreate	1.14.7-3build2
rosdep2	0.18.0	rosdep2	0.18.0-1
rosdistro	0.8.0	rosdistro	0.8.0-1
rosgraph-msgs	$	rosgraph_msgs	1.11.2-10
rosgraph	$	rosgraph	1.14.3+ds1-11ubuntu5
rosinstall-generator	0.1.18	rosinstall_generator	0.1.18-1
rosinstall	0.7.8	rosinstall	0.7.8-4
roslaunch	$	roslaunch	1.14.3+ds1-11ubuntu5
roslib	1.7.0	roslib	1.14.7-3build2
roslz4	$	roslz4	1.14.3+ds1-11ubuntu5
rosmake	1.7.0	rosmake	1.14.7-3build2
rosmaster	$	rosmaster	1.14.3+ds1-11ubuntu5
rosmsg	$	rosmsg	1.14.3+ds1-11ubuntu5
rosnode	$	rosnode	1.14.3+ds1-11ubuntu5
rosparam	$	rosparam	1.14.3+ds1-11ubuntu5
rospkg	1.2.3	rospkg	1.2.3-1
rospy	$	rospy	1.14.3+ds1-11ubuntu5
rosservice	$	rosservice	1.14.3+ds1-11ubuntu5
rostest	$	rostest	1.14.3+ds1-11ubuntu5
rostopic	$	rostopic	1.14.3+ds1-11ubuntu5
rosunit	1.7.0	rosunit	1.14.7-3build2
roswtf	$	roswtf	1.14.3+ds1-11ubuntu5
routes	2.4.1	routes	2.4.1-2
rpaths	0.13	rpaths	0.13-1
rply	0.7.7	rply	0.7.7-2
rpm	4.14.2.1	rpm	4.14.2.1+dfsg1-1build2
rpy2	3.2.6	rpy2	3.2.6-1
rq	1.2.2	rq	1.2.2-1
rrdtool-dbg	#	#	1.7.2-3build2
rrdtool	0.1.10	rrdtool	1.7.2-3build2
rsa	4.0	rsa	4.0-3
rstr	2.2.6	rstr	2.2.6-2
rtmidi	1.2.1	rtmidi	1.2.1-1build2
rtree	0.9.4	rtree	0.9.4-1
rtslib-fb	2.1.71	rtslib_fb	2.1.71-0ubuntu1.1
ruamel.yaml	0.15.89	ruamel	0.15.89-3build1
ruffus	2.8.1	ruffus	2.8.1-6
rviz	$	rviz	1.13.7+dfsg-1build2
ryu	4.30	ryu	4.30+ds1-2
s3transfer	0.3.3	s3transfer	0.3.3-1
sabyenc	#	#	4.0.1-3
sadisplay	0.4.9	sadisplay	0.4.9-1
saga	#	#	7.3.0+dfsg-3build5
sagenb-export	3.2	sagenb_export	3.2-4
sagetex	[2019/11/14 v3.4 embedding Sage into LaTeX documents]	sagetex	3.4+ds-1
sahara-dashboard	12.0.0	sahara_dashboard	12.0.0-0ubuntu0.20.04.1
sahara	12.0.0	sahara	1:12.0.0-0ubuntu0.20.04.1
saharaclient	3.1.0	saharaclient	3.1.0-0ubuntu1
saltpylint	2019.1.11	saltpylint	2019.6.7-2
samba	$	samba	2:4.13.17~dfsg-0ubuntu1.20.04.1
samba	$	samba	2:4.13.17~dfsg-0ubuntu1.20.04.1
sane-dbg	#	#	2.8.3-4build1
sane	2.8.3	sane	2.8.3-4build1
sanlock	&	&	3.8.2-2~ubuntu20.04.1
sanlock	&	&	3.8.2-2~ubuntu20.04.1
sardana	3.0.2a0	#	3.0.2a0+34.9f6895-1
sasmodels	1.0	sasmodels	1.0.1-1
sasview	5.0	#	5.0.1-1build1
satpy	0.0.0	#	0.20.0-1
savitar	#	#	4.4.1-2build1
sbml5-doc	#	#	5.18.0+dfsg-1build1
sbml5	#	#	5.18.0+dfsg-1build1
scapy	2.4.3	scapy	2.4.3-4
scciclient	0.8.0	scciclient	0.8.0-0ubuntu2
schedule	0.3.2	schedule	0.3.2-1.1
schedutils	0.6	schedutils	0.6-2build2
schema-salad	5.0.20200220195218	schema_salad	5.0.20200220195218-1
schema	0.6.7	schema	0.6.7-3
schroot	0.4	schroot	0.4-4
scipy-dbg	#	#	1.3.3-3build1
scipy	1.3.3	scipy	1.3.3-3build1
scitrack	0.1.8.1	scitrack	0.1.8.1-2
scoop	0.7	scoop	0.7.1.1-6
scour	0.37	scour	0.37-4build1
scp	0.13.0	scp	0.13.0-2
scrapy-djangoitem	1.1.1	scrapy_djangoitem	1.1.1-4
scrapy	1.7.3	scrapy	1.7.3-1
screed	1.0.4	screed	1.0.4-1
scripttest	1.3	scripttest	1.3-3
scruffy	$	scruffy	0.3.3-2
scrypt	0.8.0	scrypt	0.8.0-0.3ubuntu1
sdl2	0.9.6	sdl2	0.9.6+dfsg1-1
sdnotify	0.3.0	sdnotify	0.3.1-2
seaborn	0.10.0	seaborn	0.10.0-1
seafile	$	seafile	7.0.6-1
seamicroclient	0.4.5	seamicroclient	0.4.0+2016.05.20.git.40ee44c664-3ubuntu1
searchlightclient	$	searchlightclient	1.6.0-2
searpc	#	#	3.2.0-3
searx	0.16.0	#	0.16.0+dfsg1-2
seccomp	$	seccomp	2.5.1-1ubuntu1~20.04.2
seccomp	$	seccomp	2.5.1-1ubuntu1~20.04.2
secretstorage	2.3.1	secretstorage	2.3.1-2ubuntu1
securesystemslib	0.11.3	securesystemslib	0.11.3-2
segyio	1.8.3	segyio	1.8.3-1build2
selenium	4.0.0a1	selenium	4.0.0~a1+dfsg1-1.1
selinux	3.0	selinux	3.0-1build2
selinux	3.0	selinux	3.0-1build2
semanage	$	semanage	3.0-1build2
semanage	$	semanage	3.0-1build2
semantic-version	2.8.2	semantic_version	2.8.2-2
semver	&	&	2.0.1-4
send2trash	1.5.0	send2trash	1.5.0-2
sendfile-dbg	#	#	2.0.1-3build1
sendfile	$	sendfile	2.0.1-3build1
senlin-dashboard	0.11.0	senlin_dashboard	0.11.0-1
senlin	9.0.0	senlin	9.0.0-0ubuntu0.20.04.1
senlinclient	2.0.1	senlinclient	2.0.1-0ubuntu1
sensor-msgs	$	sensor_msgs	1.12.7-2
sentencepiece	0.1.84	sentencepiece	0.1.84-1build1
sentinels	1.0.0	sentinels	1.0.0-4
sentinelsat	0.13	sentinelsat	0.13-1
sentry-sdk	0.12.2	sentry_sdk	0.12.2-1
sepolgen	$	sepolgen	3.0-1build1
sepolicy	3.0	sepolicy	3.0-1build1
seqdiag	0.9.5	seqdiag	0.9.5+dfsg-1.4
serial-asyncio	0.4	serial_asyncio	0.4-1
serial	3.4	serial	3.4-5.1
serpent	1.30.2	serpent	1.30.2-1
serverfiles	0.3.0	serverfiles	0.3.0-1
service-identity	18.1.0	service_identity	18.1.0-5build1
setools	4.2.2	setools	4.2.2-1ubuntu2
setoolsgui	$	setoolsgui	4.2.2-1ubuntu2
setproctitle-dbg	#	#	1.1.10-1ubuntu1
setproctitle	1.1.10	setproctitle	1.1.10-1ubuntu1
setuptools-git	1.2	setuptools_git	1.2-3
setuptools-scm-git-archive	1.1	setuptools_scm_git_archive	1.1-2
setuptools-scm	3.4.3	setuptools_scm	3.4.3-1ubuntu1
setuptools	45.2.0	setuptools	45.2.0-1
sexpdata	&	&	0.0.3-2
sfml-dbg	#	#	2.2~git20150611.196c88+dfsg-6build1
sfml	$	sfml	2.2~git20150611.196c88+dfsg-6build1
sgmllib3k	1.0.0	#	1.0.0-3
sgp4	1.4	sgp4	1.4-1.1
sh	1.12.14	sh	1.12.14-2
sha3	$	sha3	1.0.2-4
shade	1.31.0	shade	1.31.0-0ubuntu1
shape-msgs	$	shape_msgs	1.12.7-2
shapely	1.7.0	shapely	1.7.0-1build1
shellescape	3.4.1	shellescape	3.4.1-4
shodan	1.21.3	shodan	1.21.3-1
shortuuid	0.5.0	shortuuid	0.5.0-1.1
sievelib	1.1.1	sievelib	1.1.1-3
sigmavirus24-urltemplate	#	#	3.0.1-1
signedjson	1.1.0	signedjson	1.1.0-1
silo	#	#	4.10.2.real-7
silx-dbg	#	#	0.12.0+dfsg-1build1
silx	0.12.0	silx	0.12.0+dfsg-1build1
simgrid	#	#	3.24+dfsg-3
simple-cdd	0.6.5	simple_cdd	0.6.7
simplebayes	1.5.8	simplebayes	1.5.7-1
simpleeval	0.9.10	simpleeval	0.9.10-1
simplegeneric	0.8.1	simplegeneric	0.8.1-3
simplejson-dbg	#	#	3.16.0-2ubuntu2
simplejson	3.16.0	simplejson	3.16.0-2ubuntu2
simplenote	&	&	2.1.4-1.1
